"Parque barao do amapa, Duque de Caxias, RJ, Brasil",NA,NA
"Tamoios, Cabo Frio, RJ, Brasil",-22.7167,-42.0311
"Pero, Cabo Frio, RJ, Brasil",-22.8586493,-41.9916275
"Valle da figueira, Maricá, RJ, Brasil",NA,NA
"Campo belo, Angra dos Reis, RJ, Brasil",-22.9830754,-44.2994904
"Santa barbara, Niterói, RJ, Brasil",-22.8771,-43.0481
"Vila de cava, Nova Iguaçu, RJ, Brasil",-22.6803473,-43.4451917
"sem informação, Resende, RJ, Brasil",NA,NA
"Bras de pina, Rio de Janeiro, RJ, Brasil",-22.831888,-43.2977309
"Parque sao bernardo, Belford Roxo, RJ, Brasil",NA,NA
"Jardim america, Rio de Janeiro, RJ, Brasil",-22.810005,-43.323212
"sem informação, Rio das Ostras, RJ, Brasil",NA,NA
"Balneario, Angra dos Reis, RJ, Brasil",-22.9997927,-44.3080855
"Araras, Petrópolis, RJ, Brasil",-22.4251562,-43.2214961
"Centro, Nilópolis, RJ, Brasil",-22.807952,-43.4162507
"Jardim das acacias, Porto Real, RJ, Brasil",-22.4425026,-44.3216348
"Santo cristo, Rio de Janeiro, RJ, Brasil",-22.9007657,-43.2033933
"Geriba, Armação dos Búzios, RJ, Brasil",-22.7784547,-41.914626
"Vila meriti, Duque de Caxias, RJ, Brasil",-22.7833202,-43.3127262
"Botafogo, Rio de Janeiro, RJ, Brasil",-22.94883205,-43.18012245685731
"Vila rosario, Duque de Caxias, RJ, Brasil",-22.7376138,-43.3130762
"Taquara, Rio de Janeiro, RJ, Brasil",-22.921886400000002,-43.384646
"Ribeirao, Petrópolis, RJ, Brasil",-22.36566,-42.3330966
"Leblon, Rio de Janeiro, RJ, Brasil",-22.983556,-43.2249377
"Cachambi, Rio de Janeiro, RJ, Brasil",-22.8897728,-43.2743347
"Laranjal, São Gonçalo, RJ, Brasil",-22.8117696,-42.982793
"Barreto, Niterói, RJ, Brasil",-22.8658,-43.1037
"Trindade, Paraty, RJ, Brasil",-23.3507307,-44.7256883
"Centro, Cabo Frio, RJ, Brasil",-22.8820564,-42.0156191
"Fazenda caxias, Seropédica, RJ, Brasil",-22.7469498,-43.7100502
"Jardim botanico, Rio de Janeiro, RJ, Brasil",-22.9636362,-43.2233457
"Nova aurora, Belford Roxo, RJ, Brasil",-22.7210936,-43.4004187
"Maria teresa, Nova Friburgo, RJ, Brasil",-22.2122127,-42.5126434
"Fonseca, Duque de Caxias, RJ, Brasil",-22.7061593,-43.3056704
"Sao conrado, Rio de Janeiro, RJ, Brasil",-22.9913592,-43.2675329
"Austin, Nova Iguaçu, RJ, Brasil",-22.7202067,-43.5232928
"Centro, Bom Jesus do Itabapoana, RJ, Brasil",-21.1346553,-41.6773081
"Itaipu, Niterói, RJ, Brasil",-22.9486,-43.0302
"Maceio, Niterói, RJ, Brasil",-22.9143029,-43.0694906
"Santa isabel, São Gonçalo, RJ, Brasil",-22.8567,-42.9448
"Jacarepagua, Rio de Janeiro, RJ, Brasil",-22.9531726,-43.3715825
"Camboinhas, Niterói, RJ, Brasil",-22.955,-43.0555
"Sepetiba, Rio de Janeiro, RJ, Brasil",-22.9679803,-43.6940872
"Porto velho, São Gonçalo, RJ, Brasil",-22.8366,-43.0914
"Centro, Nova Friburgo, RJ, Brasil",-22.2800004,-42.5325303
"Sao jose, Armação dos Búzios, RJ, Brasil",-22.7805037,-41.9428102
"Parque juriti, São João de Meriti, RJ, Brasil",NA,NA
"Recanto, Rio das Ostras, RJ, Brasil",-22.5292367,-41.9676127
"Centro, Araruama, RJ, Brasil",-22.8703726,-42.3385996
"sem informação, Paraíba do Sul, RJ, Brasil",NA,NA
"Prata, Teresópolis, RJ, Brasil",-22.3867637,-42.9526436
"Antonina, São Gonçalo, RJ, Brasil",-22.8161,-43.0277
"Graca, Duque de Caxias, RJ, Brasil",-22.6824281,-43.2810472
"Vilar dos teles, São João de Meriti, RJ, Brasil",-22.7732267,-43.359573
