"controle";"categoria";"tipo";"calibre";"marca";"quantidade";"origem"
"85213041-2023";1;"espingarda";"12";"indeterminado";1;1
"85213041-2023";1;"pistola";"9 mm";"glock";1;1
"85213041-2023";1;"revólver";".357 magnum";"indeterminado";1;1
"87945631-2023";1;"pistola";"9 mm";"glock";1;1
"90372951-2023";1;"espingarda";"indeterminado";"indeterminado";1;1
"92139011-2023";1;"fuzil";"7,62";"indeterminado";1;1
"19133101-2023";1;"pistola";"9 mm";"taurus";1;2
"23867591-2023";1;"revólver";".38";"taurus";1;1
"54302231-2023";1;"pistola";".380";"taurus";1;2
"67054901-2023";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"84721181-2023";1;"submetralhadora";"9 mm";"indeterminado";1;1
"07250271-2023";1;"pistola";".45 auto";"sig-sauer";1;1
"07250271-2023";1;"pistola";"9 mm";"indeterminado";1;1
"13000571-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"14093951-2023";1;"garrucha";".38";"indeterminado";1;1
"17412461-2023";1;"espingarda";"12";"boito";1;1
"34177531-2023";1;"revólver";".38";"taurus";1;2
"42719691-2023";1;"garruchão";"12";"indeterminado";1;2
"42719691-2023";1;"revólver";".38";"colt";1;1
"44470551-2023";1;"fuzil";".223 remington (5,56x45 mm)";"não identificada";1;1
"44470551-2023";1;"pistola";".40 s&w (10 x 22)";"glock";1;1
"63444471-2023";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;1
"63444471-2023";1;"pistola";".45 auto";"glock";1;1
"66897041-2023";1;"revólver";"22";"indeterminado";1;1
"77457581-2023";1;"pistola";"9 mm";"não identificada";1;1
"77457581-2023";1;"pistola";"9 mm";"glock";1;1
"80229761-2023";1;"fuzil";"7,62x51";"imbel";1;2
"80229761-2023";1;"fuzil";".223 remington (5,56x45 mm)";"taurus";1;2
"80229761-2023";1;"pistola";".45 auto";"glock";1;1
"87685371-2023";1;"pistola";"9 mm";"não identificada";1;1
"90025641-2023";1;"pistola";".45 auto";"colt";1;1
"94419041-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"94419041-2023";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"94670561-2023";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"94670561-2023";1;"pistola";"9 mm";"beretta";1;1
"94670561-2023";1;"espingarda";"12";"indeterminado";1;1
"94909501-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"01302681-2023";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"01367741-2023";1;"revólver";".32 long";"taurus";1;2
"01367741-2023";1;"pistola";".32 auto";"fm";1;1
"01367741-2023";1;"revólver";".22 lr";"rossi";1;2
"07503911-2023";1;"pistola";"9 mm";"indeterminado";1;1
"13436661-2023";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"17600831-2023";1;"pistola";"9 mm";"indeterminado";1;1
"18406671-2023";1;"pistola";"9 mm luger (9x19mm)";"steyr";1;1
"22800291-2023";1;"pistola";"9 mm luger (9x19mm)";"sarsilmaz";1;1
"22906281-2023";1;"pistola";"9 mm luger (9x19mm)";"ruger";1;1
"32629861-2023";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"33083161-2023";1;"pistola";".40 s&w (10 x 22)";"glock";1;1
"36383831-2023";1;"pistola";".380 auto (9x17 mm)";"taurus";1;1
"45565381-2023";1;"pistola";"9 mm";"glock";1;1
"46739421-2023";1;"revólver";".38";"indeterminado";1;1
"51717091-2023";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"51717091-2023";1;"fuzil";"5,56 nato (5.56 x 45 mm)";"imbel";1;2
"52563261-2023";1;"revólver";".32";"s&w";1;1
"58998161-2023";1;"pistola";"9 mm luger (9x19mm)";"não identificada";1;1
"72160481-2023";1;"fuzil";"7,62x51";"indeterminado";1;1
"77003551-2023";1;"pistola";"9 mm";"bersa";1;1
"84338951-2023";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"84338951-2023";1;"revólver";".32";"ina";1;2
"95104141-2023";1;"fuzil";"7,62";"ak";1;1
"95104141-2023";1;"fuzil";"7,62";"colt";1;1
"98210041-2023";1;"espingarda";"12";"cbc";1;2
"07530091-2023";1;"revólver";".38";"indeterminado";1;1
"11401831-2023";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"14048211-2023";1;"revólver";".32 curto";"taurus";1;2
"26939771-2023";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"31618811-2023";1;"fuzil";".223 remington (5,56x45 mm)";"olimpic";1;1
"31939401-2023";1;"pistola";"9 mm";"glock";1;1
"33441541-2023";1;"revólver";".38";"taurus";1;1
"36161731-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"36956301-2023";1;"pistola";"9 mm";"taurus";1;2
"41889651-2023";1;"revólver";".38";"taurus";1;2
"44371581-2023";1;"revólver";".38 spl";"taurus";1;2
"47676961-2023";1;"pistola";".380 auto (9x17 mm)";"bryco arms";1;1
"49826971-2023";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"58775271-2023";1;"revólver";".38";"taurus";1;2
"58775271-2023";1;"pistola";"9 mm";"taurus";1;2
"58775271-2023";1;"pistola";".40";"não identificada";1;1
"08942291-2023";1;"pistola";"9 mm luger (9x19mm)";"sarsilmaz";1;1
"14553341-2023";1;"revólver";".38 spl";"taurus";1;1
"23153301-2023";1;"revólver";".38";"indeterminado";1;1
"37689191-2023";1;"revólver";".32 s&w long";"ina";1;1
"50297631-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"65539201-2023";1;"pistola";".380";"imbel";1;2
"78569431-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"78569431-2023";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"96602231-2023";1;"pistola";".40";"taurus";1;2
"98194601-2023";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"02925801-2023";1;"pistola";"9 mm luger (9x19mm)";"não identificada";1;1
"04659321-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;1
"08365351-2023";1;"pistola";".40";"glock";1;1
"14508411-2023";1;"pistola";"9 mm";"taurus";1;2
"18165951-2023";1;"pistola";".40";"taurus";1;1
"20956041-2023";1;"pistola";"9 mm";"não identificada";1;1
"37683221-2023";1;"pistola";"9 mm";"não identificada";1;1
"43284711-2023";1;"pistola";"9 mm luger (9x19mm)";"bersa";1;1
"44700371-2023";1;"revólver";".38";"taurus";1;2
"48169901-2023";1;"revólver";".32";"não identificada";1;1
"49075911-2023";1;"pistola";".380";"taurus";1;2
"53518541-2023";1;"fuzil";".223 remington (5,56x45 mm)";"não identificada";1;1
"53518541-2023";1;"pistola";".40 s&w (10 x 22)";"glock";1;1
"59756271-2023";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"67226561-2023";1;"pistola";"9 mm";"glock";1;1
"94504061-2023";1;"pistola";"9 mm luger (9x19mm)";"springfield";1;1
"94596841-2023";1;"revólver";".32 s&w long";"taurus";1;1
"96290011-2023";1;"fuzil";".223 remington (5,56x45 mm)";"ruger";1;1
"98908511-2023";1;"pistola";"9 mm luger (9x19mm)";"não identificada";1;1
"98908511-2023";1;"pistola";"9 mm luger (9x19mm)";"não identificada";1;1
"02408021-2023";1;"pistola";"9 mm";"não identificada";1;1
"14035891-2023";1;"revólver";".32";"s&w";1;1
"17706471-2023";1;"pistola";"9 mm luger (9x19mm)";"sarsilmaz";1;1
"19897201-2023";1;"pistola";"indeterminado";"imbel";1;2
"26146641-2023";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"43171311-2023";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"43171311-2023";1;"carabina";".223 remington (5,56x45 mm)";"imbel";1;2
"43171311-2023";1;"fuzil";".223 remington (5,56x45 mm)";"armalite";1;1
"43171311-2023";1;"pistola";"9 mm luger (9x19mm)";"sarsilmaz";1;1
"52167701-2023";1;"pistola";".380";"taurus";1;2
"53258201-2023";1;"revólver";".38";"taurus";1;2
"57544721-2023";1;"pistola";".40 s&w (10 x 22)";"glock";1;1
"57544721-2023";1;"pistola";"9 mm luger (9x19mm)";"sarsilmaz";1;1
"57544721-2023";1;"fuzil";".223 remington (5,56x45 mm)";"colt";1;1
"57544721-2023";1;"pistola";".40 s&w (10 x 22)";"glock";1;1
"57544721-2023";1;"pistola";"9 mm luger (9x19mm)";"sarsilmaz";1;1
"58075361-2023";1;"pistola";"9 mm";"glock";1;1
"70227431-2023";1;"pistola";"9 mm luger (9x19mm)";"girsan";1;1
"70227431-2023";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"77065761-2023";1;"pistola";"9 mm";"bersa";1;1
"77065761-2023";1;"pistola";"9 mm";"taurus";1;1
"93661301-2023";1;"revólver";".38 spl";"taurus";1;1
"21558801-2023";1;"espingarda";"indeterminado";"indeterminado";1;1
"24564121-2023";1;"revólver";".38";"taurus";1;2
"24564121-2023";1;"pistola";".380";"makarov";1;1
"33562751-2023";1;"pistola";".380";"taurus";1;2
"33562751-2023";1;"pistola";".40";"taurus";1;2
"34966921-2023";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
"36925861-2023";1;"revólver";".38";"taurus";1;2
"37524401-2023";1;"pistola";"9 mm";"indeterminado";1;1
"38809601-2023";1;"espingarda";"36";"indeterminado";1;1
"38809601-2023";1;"espingarda";"28";"rossi";1;1
"40113881-2023";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
"42945671-2023";1;"pistola";"9 mm";"indeterminado";1;1
"64494201-2023";1;"pistola";"9 mm";"bersa";1;1
"66836191-2023";1;"revólver";".22 lr";"rossi";1;2
"73999871-2023";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"73999871-2023";1;"pistola";"9 mm";"canik";1;1
"77120621-2023";1;"fuzil";".223 remington (5,56x45 mm)";"indeterminado";1;1
"80359271-2023";1;"pistola";".45 auto";"colt";1;1
"80751271-2023";1;"pistola";"9 mm";"bersa";1;1
"81655511-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"88663651-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;1
"88663651-2023";1;"revólver";".38 spl";"rossi";1;1
"93337171-2023";1;"pistola";".32";"indeterminado";1;1
"99810951-2023";1;"revólver";".38";"taurus";1;1
"12980721-2023";1;"pistola";"9 mm";"glock";1;1
"12980721-2023";1;"pistola";".40";"glock";1;1
"12980721-2023";1;"fuzil";"5,56 mm";"não identificada";1;1
"12980721-2023";1;"pistola";"9 mm";"não identificada";1;1
"34557701-2023";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
"40388521-2023";1;"pistola";"9 mm";"bersa";1;1
"43881791-2023";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"84701591-2023";1;"pistola";".380";"taurus";1;2
"90104451-2023";1;"pistola";"9 mm luger (9x19mm)";"bersa";1;1
"07299591-2023";1;"fuzil";"5,56 mm";"indeterminado";1;1
"22497481-2023";1;"revólver";"36";"taurus";1;2
"22497481-2023";1;"pistola";".40";"glock";1;1
"25446971-2023";1;"revólver";".38";"indeterminado";1;1
"37326931-2023";1;"fuzil";"7,62 mm kalashnikov (7,62x39)";"indeterminado";1;1
"55940401-2023";1;"revólver";".38";"indeterminado";1;2
"62536001-2023";1;"revólver";".38";"indeterminado";1;1
"75345091-2023";1;"fuzil";"5,56 mm";"colt";1;1
"82162741-2023";1;"pistola";"indeterminado";"indeterminado";1;1
"82162741-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;1
"91391521-2023";1;"pistola";"9 mm luger (9x19mm)";"bul";1;1
"91391521-2023";1;"fuzil";".223 remington (5,56x45 mm)";"indeterminado";1;1
"11992561-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"13647691-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"19603401-2023";1;"pistola";"indeterminado";"não identificada";1;1
"35759101-2023";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;1
"84233951-2023";1;"revólver";".38";"taurus";1;1
"84233951-2023";1;"espingarda";"indeterminado";"indeterminado";1;1
"92785391-2023";1;"pistola";".40 s&w (10 x 22)";"taurus";1;1
"93094331-2023";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"94599841-2023";1;"pistola";".40 s&w (10 x 22)";"cz";1;1
"95156471-2023";1;"revólver";".38";"taurus";1;2
"07702991-2023";1;"espingarda";"12";"rossi";1;1
"13249621-2023";1;"revólver";".32 s&w long";"rossi";1;2
"35043611-2023";1;"revólver";".38";"taurus";1;2
"48103081-2023";1;"pistola";"9 mm luger (9x19mm)";"sarsilmaz";1;1
"54382901-2023";1;"revólver";".38";"rossi";1;1
"05871031-2023";1;"revólver";".32";"não identificada";1;1
"12617121-2023";1;"revólver";".38";"taurus";1;1
"12801771-2023";1;"pistola";"9 mm";"não identificada";1;1
"13771071-2023";1;"revólver";".32";"taurus";1;2
"14346141-2023";1;"revólver";"indeterminado";"indeterminado";1;1
"42844621-2023";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"47209951-2023";1;"pistola";"9 mm";"glock";1;1
"47209951-2023";1;"pistola";"9 mm";"taurus";1;1
"71070431-2023";1;"pistola";"9 mm";"ruger";1;1
"93472301-2023";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"98557091-2023";1;"pistola";".380";"taurus";1;2
"98557091-2023";1;"pistola";"9 mm";"bersa";1;1
"98968001-2023";1;"revólver";".32 long";"s&w";1;1
"02642291-2023";1;"pistola";"9 mm";"sarsilmaz";1;1
"10434151-2023";1;"pistola";"9 mm";"bersa";1;1
"24609171-2023";1;"fuzil";".223 remington (5,56x45 mm)";"não identificada";1;1
"24609171-2023";1;"fuzil";".308 winchester (7,62x51 mm)";"não identificada";1;1
"24609171-2023";1;"fuzil";".223 remington (5,56x45 mm)";"taurus";1;2
"24609171-2023";1;"fuzil";"7,62 mm kalashnikov (7,62x39)";"não identificada";1;1
"29215061-2023";1;"espingarda";"12";"cbc";1;2
"29215061-2023";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"29215061-2023";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"33981021-2023";1;"revólver";".32";"s&w";1;1
"39970871-2023";1;"pistola";".40";"taurus";1;1
"41782941-2023";1;"fuzil";"7,62x51";"fmap";1;1
"41952841-2023";1;"fuzil";"5,56 mm";"olimpic";1;1
"47440681-2023";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"47440681-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"47576331-2023";1;"pistola";".380";"taurus";1;2
"47576331-2023";1;"carabina";".22 lr";"cbc";1;2
"47576331-2023";1;"pistola";".380";"taurus";1;2
"47576331-2023";1;"revólver";".38";"taurus";1;2
"47576331-2023";1;"carabina";".22 lr";"cbc";1;2
"50396841-2023";1;"fuzil";"7,62 mm kalashnikov (7,62x39)";"zastava";1;1
"50435461-2023";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;1
"60882571-2023";1;"carabina";".40 s&w (10 x 22)";"taurus";1;1
"64790031-2023";1;"pistola";"9 mm";"canik";1;1
"64790031-2023";1;"pistola";"9 mm";"indeterminado";1;1
"64790031-2023";1;"pistola";"9 mm";"taurus";1;2
"69188821-2023";1;"pistola";"9 mm luger (9x19mm)";"bersa";1;1
"71216671-2023";1;"revólver";".357 magnum";"taurus";1;1
"71216671-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;1
"71216671-2023";1;"carabina";".357 magnum";"cbc";1;1
"71216671-2023";1;"espingarda";"12";"cbc";1;1
"71216671-2023";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"71613921-2023";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"77713161-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"77713161-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"82084551-2023";1;"fuzil";"7,62";"ak";1;1
"82084551-2023";1;"fuzil";"5,56 mm";"colt";1;2
"94113241-2023";1;"carabina";".223 remington (5,56x45 mm)";"indeterminado";1;1
"11571961-2023";1;"pistola";"9 mm";"glock";1;1
"11571961-2023";1;"pistola";"6,35 mm";"beretta";1;2
"12101581-2023";1;"pistola";"9 mm luger (9x19mm)";"bersa";1;1
"23693301-2023";1;"pistola";"9 mm";"bersa";1;1
"26929661-2023";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"44510051-2023";1;"revólver";".32";"indeterminado";1;1
"47415471-2023";1;"pistola";"9 mm";"taurus";1;2
"50174411-2023";1;"revólver";".38";"taurus";1;2
"56520401-2023";1;"espingarda";"12";"cbc";1;2
"60472521-2023";1;"pistola";"9 mm";"taurus";1;2
"74865931-2023";1;"fuzil";"indeterminado";"indeterminado";1;1
"83512701-2023";1;"pistola";"9 mm luger (9x19mm)";"bersa";1;1
"86835151-2023";1;"pistola";"9 mm luger (9x19mm)";"não identificada";1;1
"91836061-2023";1;"pistola";"9 mm luger (9x19mm)";"tisas";1;1
"03259191-2023";1;"pistola";"7,65 mm";"walther";1;1
"11996691-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"17636851-2023";1;"carabina";"9 mm luger (9x19mm)";"taurus";1;2
"19196901-2023";1;"pistola";".380 acp (9x17 mm)";"imbel";1;2
"19196901-2023";1;"pistola";"9 mm luger (9x19mm)";"girsan";1;1
"25236651-2023";1;"revólver";".38 spl";"taurus";1;2
"26316991-2023";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"32511081-2023";1;"revólver";".38";"rossi";1;2
"32511081-2023";1;"revólver";".38";"taurus";1;2
"35585071-2023";1;"pistola";".45";"colt";1;1
"37819111-2023";1;"revólver";".32";"indeterminado";1;1
"39529511-2023";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"45891121-2023";1;"revólver";".38";"taurus";1;1
"47182421-2023";1;"pistola";"9 mm";"não identificada";1;1
"57892261-2023";1;"carabina";".223 remington (5,56x45 mm)";"indeterminado";1;1
"59267191-2023";1;"revólver";".32";"taurus";1;2
"65523611-2023";1;"revólver";".32 s&w long";"taurus";1;2
"65783021-2023";1;"pistola";".40";"taurus";1;2
"72719131-2023";1;"pistola";"6,35 mm";"indeterminado";1;1
"73674211-2023";1;"revólver";".38 special (9 x 29,5 mm)";"s&w";1;1
"77231141-2023";1;"pistola";"9 mm";"canik";1;1
"77231141-2023";1;"revólver";".22 lr";"galand";1;1
"77231141-2023";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;1
"90313621-2023";1;"pistola";".380";"taurus";1;2
"93085101-2023";1;"revólver";".32";"colt";1;1
"96580041-2023";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"96927671-2023";1;"pistola";"9 mm";"indeterminado";1;1
"96927671-2023";1;"pistola";"9 mm";"canik";1;1
"08105231-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"08811521-2023";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"08811521-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"08811521-2023";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"17576681-2023";1;"revólver";".38";"taurus";1;2
"19711281-2023";1;"pistola";".40";"indeterminado";1;1
"19711281-2023";1;"pistola";".40";"indeterminado";1;1
"26124131-2023";1;"pistola";"9 mm";"bersa";1;1
"31120451-2023";1;"pistola";".40";"taurus";1;2
"31245871-2023";1;"revólver";".38";"rossi";1;2
"43093851-2023";1;"pistola";"9 mm";"taurus";1;1
"52982671-2023";1;"pistola";".40";"glock";1;1
"58310311-2023";1;"revólver";".38";"taurus";1;2
"58635091-2023";1;"pistola";".40 s&w (10 x 22)";"taurus";1;1
"63615311-2023";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"70198991-2023";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"77735311-2023";1;"espingarda";"12";"outros";1;1
"81887771-2023";1;"revólver";".38";"taurus";1;2
"85392451-2023";1;"revólver";".32";"taurus";1;1
"87084771-2023";1;"fuzil";".223 remington (5,56x45 mm)";"indeterminado";1;1
"96973161-2023";1;"espingarda";"22";"indeterminado";1;1
"18454141-2023";1;"pistola";"9 mm";"indeterminado";1;1
"19978731-2023";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"54775261-2023";1;"revólver";".38";"rossi";1;1
"57710881-2023";1;"pistola";"9 mm";"indeterminado";1;1
"65743421-2023";1;"espingarda";"12";"cbc";1;2
"65743421-2023";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"65743421-2023";1;"pistola";"9 mm";"bersa";1;1
"65743421-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"71556351-2023";1;"revólver";".38 spl";"taurus";1;2
"80389791-2023";1;"revólver";".38";"taurus";1;2
"83531611-2023";1;"pistola";"9 mm";"sarsilmaz";1;1
"88495011-2023";1;"espingarda";"indeterminado";"indeterminado";1;1
"88495011-2023";1;"espingarda";"indeterminado";"indeterminado";1;1
"91689861-2023";1;"revólver";".38";"indeterminado";1;1
"05323581-2023";1;"revólver";".38";"rossi";1;2
"10680531-2023";1;"pistola";"9 mm";"taurus";1;2
"14216871-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;1
"22589891-2023";1;"fuzil";".223 remington (5,56x45 mm)";"taurus";1;2
"30105171-2023";1;"carabina";"indeterminado";"mauser";1;1
"32081101-2023";1;"pistola";"9 mm";"taurus";1;2
"42734101-2023";1;"pistola";"9 mm luger (9x19mm)";"indeterminado";1;1
"46540501-2023";1;"revólver";".38 spl";"rossi";1;2
"47652981-2023";1;"revólver";".38";"taurus";1;2
"61260381-2023";1;"revólver";".38";"taurus";1;2
"61260381-2023";1;"garrucha";"outros";"não identificada";1;2
"61260381-2023";1;"arma de fabricação caseira";"28";"não identificada";1;2
"72916541-2023";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"75257601-2023";1;"revólver";".22 long";"rossi";1;1
"85525551-2023";1;"revólver";"32";"s&w";1;1
"98350821-2023";1;"revólver";".32";"rossi";1;2
"01406051-2023";1;"pistola";"9 mm";"sarsilmaz";1;1
"01420951-2023";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"03378121-2023";1;"pistola";".40";"glock";1;1
"03378121-2023";1;"pistola";".380";"taurus";1;2
"04925621-2023";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"10942331-2023";1;"pistola";"9 mm";"glock";1;1
"45978551-2023";1;"pistola";"9 mm";"taurus";1;2
"48968561-2023";1;"revólver";".32 s&w long";"taurus";1;2
"56394911-2023";1;"revólver";".38";"indeterminado";1;1
"78514261-2023";1;"fuzil";"5,56 mm";"rossi";1;1
"78514261-2023";1;"fuzil";"5,56 mm";"colt";1;1
"78514261-2023";1;"fuzil";"7,62x51";"não identificada";1;1
"91554611-2023";1;"pistola";"9 mm";"sarsilmaz";1;1
"96662681-2023";1;"revólver";".38 spl";"taurus";1;1
"96717751-2023";1;"pistola";"9 mm luger (9x19mm)";"beretta";1;1
"06176231-2023";1;"pistola";"9 mm";"taurus";1;2
"06176231-2023";1;"pistola";"9 mm";"taurus";1;2
"11821011-2023";1;"fuzil";".223 remington (5,56x45 mm)";"não identificada";1;1
"15407311-2023";1;"revólver";".38";"taurus";1;2
"19785901-2023";1;"pistola";"indeterminado";"indeterminado";1;1
"22751081-2023";1;"fuzil";".308 winchester (7,62x51 mm)";"não identificada";1;1
"22751081-2023";1;"fuzil";"7,62 mm kalashnikov (7,62x39)";"zastava";1;1
"28291671-2023";1;"pistola";"9 mm";"glock";1;1
"39492941-2023";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"62492081-2023";1;"espingarda";"12";"boito";1;2
"65776121-2023";1;"pistola";".380 auto (9x17 mm)";"glock";1;1
"67713781-2023";1;"pistola";"indeterminado";"taurus";1;1
"72778311-2023";1;"espingarda";"36";"cbc";1;1
"72778311-2023";1;"espingarda";"32";"boito";1;1
"72778311-2023";1;"espingarda";"36";"indeterminado";1;1
"72778311-2023";1;"arma de fabricação caseira";".22 lr";"não identificada";1;1
"75801141-2023";1;"pistola";"9 mm";"indeterminado";1;1
"91561461-2023";1;"revólver";".38";"rossi";1;1
"92389941-2023";1;"outros";"indeterminado";"indeterminado";1;1
"93788991-2023";1;"revólver";".38";"taurus";1;2
"93788991-2023";1;"revólver";".38";"não identificada";1;1
"93788991-2023";1;"pistola";"9 mm";"bersa";1;1
"12217001-2023";1;"pistola";".40";"glock";1;1
"49254671-2023";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"67458911-2023";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
"80877731-2023";1;"espingarda";"12";"cbc";1;2
"80877731-2023";1;"revólver";".38";"taurus";1;2
"89546021-2023";1;"revólver";".32 s&w short";"indeterminado";1;1
"95465431-2023";1;"revólver";".38";"indeterminado";1;1
"00400921-2023";1;"pistola";"7,65 mm";"walther";1;1
"08817701-2023";1;"revólver";".38";"taurus";1;2
"09419201-2023";1;"pistola";"outros";"taurus";1;2
"30328431-2023";1;"pistola";"9 mm luger (9x19mm)";"indeterminado";1;1
"50446951-2023";1;"pistola";"9 mm";"glock";1;1
"52834911-2023";1;"revólver";".32 s&w long";"não identificada";1;1
"64521541-2023";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"80530081-2023";1;"pistola";".380";"bryco arms";1;1
"85117051-2023";1;"pistola";".380 acp (9x17 mm)";"taurus";1;1
"85117051-2023";1;"espingarda";"12";"maverick";1;1
"00561131-2023";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
"04992291-2023";1;"pistola";".380";"taurus";1;2
"07342731-2023";1;"pistola";"9 mm";"não identificada";1;1
"14637701-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"22597691-2023";1;"revólver";".38";"taurus";1;2
"28814521-2023";1;"pistola";"9 mm";"taurus";1;2
"29809741-2023";1;"pistola";"9 mm";"sarsilmaz";1;1
"29809741-2023";1;"pistola";"9 mm";"sarsilmaz";1;1
"29809741-2023";1;"pistola";"9 mm";"sarsilmaz";1;1
"33787051-2023";1;"pistola";".380";"indeterminado";1;2
"58230251-2023";1;"fuzil";"5,56 mm";"taurus";1;2
"61826891-2023";1;"revólver";".22 short";"não identificada";1;1
"61826891-2023";1;"revólver";".38";"rossi";1;2
"62744971-2023";1;"pistola";"9 mm luger (9x19mm)";"sarsilmaz";1;1
"73920111-2023";1;"pistola";"22";"indeterminado";1;1
"74990491-2023";1;"fuzil";".223 remington (5,56x45 mm)";"anderson manufacturi";1;1
"86797601-2023";1;"revólver";".38";"rossi";1;2
"87776751-2023";1;"pistola";".380";"imbel";1;1
"93595801-2023";1;"revólver";".38";"taurus";1;2
"13478941-2023";1;"revólver";".38";"indeterminado";1;1
"23274881-2023";1;"revólver";".32";"ina";1;2
"50688421-2023";1;"pistola";".380";"taurus";1;2
"54653251-2023";1;"pistola";"9 mm";"indeterminado";1;1
"69069871-2023";1;"pistola";"9 mm";"canik";1;1
"73048641-2023";1;"pistola";"9 mm";"luger";1;1
"76097011-2023";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"76097261-2023";1;"pistola";".380";"taurus";1;2
"80448601-2023";1;"espingarda";".32";"cbc";1;2
"05731641-2023";1;"revólver";"indeterminado";"taurus";1;1
"05749421-2023";1;"pistola";".380";"taurus";1;2
"10032511-2023";1;"pistola";"7,65 mm";"taurus";1;1
"20013451-2023";1;"pistola";"9 mm";"taurus";1;2
"21121441-2023";1;"pistola";"9 mm";"taurus";1;2
