controle;categoria;tipo;calibre;marca;quantidade;origem
21231711-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
22448111-2018;1;revólver;.38;taurus;1;2
22936771-2018;1;pistola;9 mm luger (9x19mm);llama;1;1
23406781-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
25424751-2018;1;espingarda;28;boito;1;2
26285651-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
32735051-2018;1;pistola;9 mm;canik;1;1
43127381-2018;1;pistola;.380;imbel;1;2
47111871-2018;1;pistola;9 mm luger (9x19mm);tisas;1;1
47575121-2018;1;pistola;.380 auto (9x17 mm);taurus;1;1
47575121-2018;1;fuzil;.223 remington (5,56x45 mm);ruger;1;1
61928361-2018;1;pistola;.380 auto (9x17 mm);taurus;1;1
64551971-2018;1;pistola;9 mm;fn;1;1
72960741-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;2
84327641-2018;1;fuzil;5,56 mm;anderson manufacturi;1;1
87964041-2018;1;revólver;.32;não identificada;1;1
00176671-2018;1;pistola;7,65 mm browning (7,65x17 mm);taurus;1;1
23147891-2018;1;revólver;.32;indeterminado;1;1
27280851-2018;1;pistola;.40;taurus;1;1
32787591-2018;1;revólver;.38;taurus;1;1
34045041-2018;1;pistola;.40 s&w;glock;1;1
34045041-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
37643781-2018;1;garrucha;.22;rossi;1;2
37643781-2018;1;garrucha;.22;rossi;1;2
43097661-2018;1;espingarda;12;boito;1;1
45792981-2018;1;revólver;.32;colt;1;1
51971931-2018;1;espingarda;20;indeterminado;1;1
55453721-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
60712481-2018;1;pistola;9 mm;taurus;1;2
60712481-2018;1;revólver;.32;indeterminado;1;2
60712481-2018;1;garrucha;.22;rossi;1;2
60902411-2018;1;revólver;38 spl;taurus;1;2
67548921-2018;1;espingarda;28;indeterminado;1;1
72534901-2018;1;pistola;.40;imbel;1;2
89088041-2018;1;pistola;6,35 mm browning;beretta;1;2
91659461-2018;1;pistola;.380;taurus;1;2
91659461-2018;1;pistola;9 mm;cz;1;1
96586821-2018;1;revólver;.32;rossi;1;1
96902951-2018;1;pistola;9 mm;taurus;1;2
04751871-2018;1;revólver;.357 magnum;magnum;1;1
08550931-2018;1;pistola;9 mm;taurus;1;2
12498221-2018;1;pistola;40;cz;1;1
15275241-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
19756671-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
24081821-2018;1;pistola;9 mm;indeterminado;1;1
25065571-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
26949141-2018;1;pistola;380 auto (9x17);taurus;1;2
28462161-2018;1;pistola;9 mm;canik;1;1
28462161-2018;1;pistola;9 mm;canik;1;1
29170871-2018;1;pistola;9 mm curto;tara;1;1
31331001-2018;1;pistola;9 mm;taurus;1;2
36227191-2018;1;outros;indeterminado;indeterminado;1;1
37312251-2018;1;pistola;.380;taurus;1;2
42094411-2018;1;revólver;.38;taurus;1;2
43235581-2018;1;revólver;.22 lr;rossi;1;2
50184791-2018;1;fuzil;.223 remington (5,56x45 mm);indeterminado;1;1
50184791-2018;1;fuzil;7,62 mm kalashnikov (7,62x39);zastava;1;1
50184791-2018;1;fuzil;.223 remington (5,56x45 mm);indeterminado;1;1
51448901-2018;1;revólver;.38;taurus;1;2
51448901-2018;1;revólver;.38;taurus;1;2
52999511-2018;1;pistola;indeterminado;taurus;1;1
56850241-2018;1;pistola;9 mm;canik;1;1
58173411-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
69885061-2018;1;revólver;.38;taurus;1;2
69885061-2018;1;pistola;9 mm;taurus;1;1
72038221-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
04909311-2018;1;pistola;.380;taurus;1;2
05299921-2018;1;arma de fabricação caseira;36;não identificada;1;1
13409561-2018;1;espingarda;20;indeterminado;1;1
30493171-2018;1;pistola;9 mm;taurus;1;2
39857061-2018;1;revólver;.32;indeterminado;1;1
44630691-2018;1;pistola;9 mm;canik;1;1
44630691-2018;1;pistola;9 mm;taurus;1;2
44630691-2018;1;pistola;9 mm;girsan;1;1
46820051-2018;1;revólver;.38;taurus;1;2
50399491-2018;1;revólver;.32;taurus;1;2
62402161-2018;1;pistola;.380;imbel;1;2
67230491-2018;1;pistola;9 mm;taurus;1;2
74533731-2018;1;revólver;.38;não identificada;1;1
77276301-2018;1;revólver;.38;rossi;1;2
80474301-2018;1;pistola;9 mm;bersa;1;1
81968761-2018;1;pistola;.380;taurus;1;2
81968761-2018;1;fuzil;outros;colt;1;1
85911851-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
86161791-2018;1;revólver;38 spl;indeterminado;1;1
88356601-2018;1;pistola;9 mm luger (9x19mm);cz;1;1
92307021-2018;1;revólver;32;taurus;1;2
98845011-2018;1;pistola;.45 auto;imbel;1;2
02023941-2018;1;pistola;380 auto (9x17);taurus;1;2
02023941-2018;1;revólver;38 spl;taurus;1;2
04145581-2018;1;pistola;.40;taurus;1;2
04145581-2018;1;espingarda;.22 lr;cbc;1;2
05062611-2018;1;revólver;38 spl;taurus;1;1
12745171-2018;1;revólver;.38;taurus;1;2
12745171-2018;1;pistola;6,35 mm;beretta;1;1
12745171-2018;1;pistola;.320;rossi;1;2
14183711-2018;1;revólver;.38 short;s&w;1;1
37312541-2018;1;pistola;.40;glock;1;1
46132521-2018;1;pistola;.380 acp (9x17 mm);glock;1;1
48202241-2018;1;revólver;.38;taurus;1;2
48224371-2018;1;fuzil;.308 winchester (7,62x51 mm);fn;1;2
48859941-2018;1;outros;indeterminado;indeterminado;1;1
49724081-2018;1;pistola;9 mm;cz;1;1
57070901-2018;1;revólver;.38;rossi;1;2
58780011-2018;1;revólver;.22;indeterminado;1;1
63857801-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
66964071-2018;1;revólver;.22;rossi;1;2
73095641-2018;1;pistola;9 mm luger (9x19mm);sarsilmaz;1;1
73095641-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
75114391-2018;1;fuzil;.223 remington (5,56x45 mm);não identificada;1;1
78639621-2018;1;revólver;.32;não identificada;1;1
82609351-2018;1;revólver;.32;indeterminado;1;1
86393671-2018;1;pistola;9 mm;ruger;1;1
88618491-2018;1;revólver;.38;rossi;1;2
88618491-2018;1;pistola;9 mm;indeterminado;1;1
88745171-2018;1;revólver;.38;taurus;1;2
92308041-2018;1;pistola;40;taurus;1;2
97647081-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
99613011-2018;1;pistola;9 mm;glock;1;1
00787401-2018;1;pistola;.380;taurus;1;2
20850421-2018;1;pistola;9 mm;indeterminado;1;1
20850421-2018;1;pistola;40;indeterminado;1;1
24051741-2018;1;pistola;9 mm luger (9x19mm);astra;1;1
27978941-2018;1;pistola;.40;glock;1;1
27978941-2018;1;fuzil;7,62 mm kalashnikov (7,62x39);ak;1;1
29372971-2018;1;pistola;.45;colt;1;1
29830051-2018;1;pistola;indeterminado;s&w;1;1
35907241-2018;1;pistola;9 mm;taurus;1;1
37974231-2018;1;revólver;.38;taurus;1;2
39860861-2018;1;pistola;9 mm;não identificada;1;1
40569941-2018;1;revólver;.357 magnum;s&w;1;1
40710041-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
41472631-2018;1;fuzil;.308 winchester (7,62x51 mm);cetme;1;1
41472631-2018;1;submetralhadora;9 mm luger (9x19mm);fm;1;1
49369791-2018;1;revólver;.38;taurus;1;2
50654821-2018;1;pistola;9 mm;indeterminado;1;1
57451901-2018;1;pistola;9 mm;indeterminado;1;1
57451901-2018;1;espingarda;12;indeterminado;1;1
58827721-2018;1;pistola;9 mm;taurus;1;2
58827721-2018;1;pistola;9 mm;canik;1;1
58911861-2018;1;fuzil;5,56 mm;indeterminado;1;1
67309141-2018;1;pistola;40;glock;1;1
72965061-2018;1;revólver;32;indeterminado;1;1
73801671-2018;1;pistola;9 mm;taurus;1;2
77219511-2018;1;revólver;.38;taurus;1;2
78012991-2018;1;pistola;9 mm;cz;1;1
81954501-2018;1;revólver;.38;rossi;1;2
86749771-2018;1;fuzil;5,56 mm;indeterminado;1;1
86749771-2018;1;fuzil;7,62;indeterminado;1;1
86749771-2018;1;fuzil;7,62;indeterminado;1;1
86749771-2018;1;fuzil;7,62;indeterminado;1;1
86749771-2018;1;fuzil;7,62;indeterminado;1;1
86749771-2018;1;pistola;9 mm;indeterminado;1;1
86749771-2018;1;pistola;.40;glock;1;1
86749771-2018;1;pistola;.40;glock;1;1
90988001-2018;1;fuzil;7,62 x 39 mm (m43);century;1;1
91123281-2018;1;revólver;.38;taurus;1;2
93878561-2018;1;pistola;.380;taurus;1;2
94158361-2018;1;revólver;38 spl;s&w;1;1
94158361-2018;1;revólver;.38;s&w;1;1
99527171-2018;1;fuzil;7,62 x 39 mm (m43);century;1;1
05602371-2018;1;revólver;38 spl;rossi;1;2
10448911-2018;1;revólver;.32 long;não identificada;1;1
15690941-2018;1;pistola;9 mm;canik;1;1
18469991-2018;1;revólver;.32;taurus;1;2
24350121-2018;1;revólver;.32;taurus;1;2
24834681-2018;1;revólver;.38 special short;taurus;1;2
29085531-2018;1;pistola;9 mm;taurus;1;2
30239091-2018;1;pistola;9 mm;taurus;1;2
34196731-2018;1;pistola;9 mm;taurus;1;2
40238771-2018;1;revólver;.38;taurus;1;2
44312291-2018;1;pistola;9 mm;canik;1;1
44312291-2018;1;pistola;9 mm;canik;1;1
50507581-2018;1;pistola;9 mm;taurus;1;2
53585131-2018;1;espingarda;28;cbc;1;2
53585131-2018;1;espingarda;28;indeterminado;1;2
53585131-2018;1;revólver;38 spl;taurus;1;2
53851681-2018;1;pistola;9 mm;canik;1;1
58131701-2018;1;pistola;9 mm;tara;1;1
58579771-2018;1;pistola;9 mm;glock;1;2
59065501-2018;1;revólver;32;não identificada;1;1
64135971-2018;1;revólver;.22 lr;rossi;1;2
66019791-2018;1;revólver;.38;rossi;1;2
70559331-2018;1;fuzil;indeterminado;indeterminado;1;1
76384171-2018;1;pistola;9 mm;ruger;1;1
76572121-2018;1;pistola;9 mm;taurus;1;2
77321731-2018;1;revólver;32;taurus;1;2
77902251-2018;1;fuzil;7,62;imbel;1;2
84557631-2018;1;revólver;38 spl;rossi;1;2
85403641-2018;1;pistola;9 mm;taurus;1;2
86958421-2018;1;revólver;.32 long;castelo;1;1
99836491-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;2
04001141-2018;1;pistola;.380 auto (9x17 mm);glock;1;1
05856591-2018;1;pistola;.380;taurus;1;1
11056081-2018;1;espingarda;12;indeterminado;1;1
11235911-2018;1;pistola;9 mm;taurus;1;2
25107221-2018;1;revólver;.32 long;taurus;1;2
27689171-2018;1;revólver;.38;taurus;1;2
34570721-2018;1;espingarda;28;não identificada;1;2
34570721-2018;1;garrucha;.22;rossi;1;2
38089991-2018;1;pistola;9 mm;taurus;1;2
40360261-2018;1;pistola;9 mm;taurus;1;2
46195641-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
48223711-2018;1;espingarda;12;indeterminado;1;1
48223711-2018;1;espingarda;12;indeterminado;1;1
52605871-2018;1;pistola;.380;imbel;1;2
52605871-2018;1;pistola;.40;taurus;1;2
56285901-2018;1;pistola;.380;glock;1;1
59768581-2018;1;pistola;7,65 mm;beretta;1;1
79929651-2018;1;pistola;9 mm luger (9x19mm);tara;1;1
84943131-2018;1;revólver;.32;taurus;1;2
92800701-2018;1;revólver;indeterminado;indeterminado;1;1
01803171-2018;1;pistola;9 mm;taurus;1;2
01803171-2018;1;pistola;9 mm;glock;1;1
01803171-2018;1;pistola;9 mm;canik;1;1
17980961-2018;1;revólver;.38;taurus;1;2
25301001-2018;1;pistola;.40;glock;1;1
26757831-2018;1;espingarda;indeterminado;boito;1;2
35179581-2018;1;pistola;.40;ruger;1;1
46587801-2018;1;pistola;indeterminado;indeterminado;1;1
56439691-2018;1;pistola;9 mm;taurus;1;2
58239171-2018;1;pistola;9 mm;taurus;1;2
62623741-2018;1;pistola;9 mm;taurus;1;1
71476911-2018;1;revólver;.38;taurus;1;2
76498041-2018;1;pistola;.380 auto (9x17 mm);tanfoglio;1;1
76498041-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
76498041-2018;1;revólver;.357 magnum;taurus;1;2
76498041-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
92681181-2018;1;revólver;.38;taurus;1;2
93752601-2018;1;pistola;.380;imbel;1;2
01548591-2018;1;submetralhadora;9 mm;indeterminado;1;1
03358581-2018;1;pistola;9 mm;indeterminado;1;1
06128731-2018;1;pistola;.380;taurus;1;2
06128731-2018;1;pistola;.380;taurus;1;2
10875701-2018;1;pistola;380 auto (9x17);taurus;1;2
15568721-2018;1;revólver;.22;não identificada;1;1
18096121-2018;1;pistola;.380;taurus;1;2
20130001-2018;1;pistola;9 mm;taurus;1;2
26863221-2018;1;pistola;9 mm;taurus;1;2
29677951-2018;1;revólver;.38;s&w;1;1
34624041-2018;1;revólver;38 spl;taurus;1;2
37314311-2018;1;revólver;.38 spl;taurus;1;2
39430841-2018;1;revólver;38 spl;taurus;1;2
44405641-2018;1;revólver;.38;taurus;1;2
44449231-2018;1;revólver;.38;taurus;1;2
48888461-2018;1;pistola;.380;taurus;1;2
50860981-2018;1;revólver;.38;taurus;1;2
55529631-2018;1;revólver;32;taurus;1;2
60845921-2018;1;pistola;9 mm;taurus;1;1
60845921-2018;1;pistola;9 mm;canik;1;1
66028231-2018;1;revólver;38 spl;taurus;1;2
78286991-2018;1;revólver;.38;não identificada;1;1
89914921-2018;1;pistola;9 mm;glock;1;1
93305411-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
93945981-2018;1;revólver;.38;rossi;1;2
97251011-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
12598651-2018;1;pistola;40;taurus;1;2
13261151-2018;1;pistola;9 mm;taurus;1;2
13798221-2018;1;revólver;outros;indeterminado;1;1
13798221-2018;1;garrucha;outros;indeterminado;1;1
13798221-2018;1;carabina;outros;indeterminado;1;1
15954181-2018;1;pistola;9 mm;ruger;1;1
21453671-2018;1;espingarda;indeterminado;não identificada;1;1
32859441-2018;1;pistola;indeterminado;indeterminado;1;1
37026531-2018;1;pistola;9 mm;não identificada;1;1
41977811-2018;1;espingarda;.38;não identificada;1;1
41977811-2018;1;revólver;.22;não identificada;1;1
44665231-2018;1;fuzil;7,62;indeterminado;1;1
44665231-2018;1;pistola;9 mm;indeterminado;1;1
49674691-2018;1;pistola;9 mm;girsan;1;1
50586681-2018;1;revólver;.22;pasper;1;1
51133661-2018;1;garrucha;.22;rossi;1;2
52774451-2018;1;pistola;.380;taurus;1;2
53330141-2018;1;revólver;.38;rossi;1;2
53750451-2018;1;pistola;9 mm;indeterminado;1;1
53750451-2018;1;pistola;9 mm;bersa;1;1
53750451-2018;1;pistola;380 auto (9x17);taurus;1;2
56414451-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
66136421-2018;1;outros;9 mm;indeterminado;1;1
67761571-2018;1;pistola;.380;não identificada;1;1
90484901-2018;1;pistola;9 mm;não identificada;1;1
91645871-2018;1;pistola;9 mm;taurus;1;2
04668491-2018;1;pistola;9 mm;taurus;1;2
04668491-2018;1;pistola;9 mm;indeterminado;1;1
05996151-2018;1;pistola;9 mm;glock;1;1
09463721-2018;1;pistola;.40;taurus;1;2
11666871-2018;1;revólver;.38;taurus;1;2
11666871-2018;1;pistola;9 mm;glock;1;1
16411841-2018;1;revólver;.38;indeterminado;1;1
27471661-2018;1;pistola;9 mm;fm;1;1
29447611-2018;1;pistola;9 mm;glock;1;1
29447611-2018;1;pistola;9 mm;glock;1;1
29915361-2018;1;pistola;9 mm luger (9x19mm);fn;1;1
31166151-2018;1;pistola;9 mm;girsan;1;1
31166151-2018;1;pistola;.40;taurus;1;2
35649911-2018;1;revólver;.38;taurus;1;2
37414071-2018;1;revólver;.38 spl;rossi;1;2
38967871-2018;1;revólver;.38;rossi;1;2
52138581-2018;1;revólver;.38;taurus;1;2
53856261-2018;1;pistola;.40;taurus;1;2
62234241-2018;1;revólver;.38;rossi;1;2
65752211-2018;1;revólver;38 spl;taurus;1;2
68576321-2018;1;pistola;9 mm;indeterminado;1;1
68576321-2018;1;pistola;380 auto (9x17);indeterminado;1;1
84055971-2018;1;revólver;38 spl;taurus;1;2
84869281-2018;1;fuzil;7,62;indeterminado;1;1
84869281-2018;1;fuzil;5,56 mm;indeterminado;1;1
84869281-2018;1;pistola;7,65 mm;indeterminado;1;1
85304371-2018;1;revólver;.38;taurus;1;2
95078001-2018;1;revólver;.38;taurus;1;2
03501541-2018;1;revólver;.32 s&w long;tanque;1;1
11925711-2018;1;pistola;.40 s&w;ruger;1;1
37038111-2018;1;pistola;.40;glock;1;1
38392851-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
38392851-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
38728581-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
42482041-2018;1;pistola;9 mm;glock;1;1
42881051-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
48324031-2018;1;revólver;.38 special (9 x 29,5 mm);s&w;1;1
48324031-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
48665201-2018;1;pistola;.40 s&w;bersa;1;1
51535361-2018;1;pistola;9 mm parabellum (9x19mm);ruger;1;1
53069021-2018;1;pistola;9 mm;taurus;1;1
58563661-2018;1;pistola;9 mm parabellum (9x19mm);glock;1;1
71545541-2018;1;revólver;.38;s&w;1;1
75496401-2018;1;revólver;.32;taurus;1;2
79478631-2018;1;revólver;.38 spl;rossi;1;2
82628401-2018;1;pistola;9 mm;glock;1;1
94570191-2018;1;pistola;.40 s&w;taurus;1;2
97194101-2018;1;revólver;.38;taurus;1;1
08478571-2018;1;revólver;.32;indeterminado;1;1
14648351-2018;1;revólver;.38 spl;pucara;1;1
14648351-2018;1;pistola;.380;taurus;1;2
25696371-2018;1;pistola;9 mm;indeterminado;1;1
31301221-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
36028231-2018;1;pistola;9 mm luger (9x19mm);s&w;1;1
42518791-2018;1;arma de fabricação caseira;28;não identificada;1;1
42518791-2018;1;arma de fabricação caseira;28;não identificada;1;1
42518791-2018;1;espingarda;28;não identificada;1;1
42518791-2018;1;espingarda;outros;não identificada;1;1
42518791-2018;1;espingarda;outros;não identificada;1;1
42518791-2018;1;espingarda;.32;não identificada;1;1
45181951-2018;1;pistola;9 mm;taurus;1;2
45379861-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
45699691-2018;1;submetralhadora;9 mm;não identificada;1;2
51523971-2018;1;pistola;.40;glock;1;1
51523971-2018;1;pistola;9 mm;canik;1;1
55926301-2018;1;revólver;38 spl;taurus;1;2
58441031-2018;1;pistola;380 auto (9x17);imbel;1;2
68837581-2018;1;pistola;380 auto (9x17);taurus;1;2
74489281-2018;1;pistola;.380;taurus;1;2
79642681-2018;1;pistola;9 mm;glock;1;1
79642681-2018;1;fuzil;5,56 mm;astra;1;1
81247811-2018;1;pistola;380 auto (9x17);taurus;1;1
90054331-2018;1;pistola;9 mm luger (9x19mm);s&w;1;1
90054331-2018;1;pistola;.40 s&w;taurus;1;2
90054331-2018;1;pistola;.40 s&w;glock;1;1
94170541-2018;1;pistola;380 auto (9x17);taurus;1;2
94682681-2018;1;pistola;9 mm parabellum (9x19mm);bersa;1;1
08307331-2018;1;revólver;.32 s&w long;não identificada;1;1
09399931-2018;1;revólver;.32;taurus;1;2
09421151-2018;1;pistola;.45 colt;colt;1;1
14966291-2018;1;espingarda;12;cbc;1;2
15358131-2018;1;revólver;.38;rossi;1;2
19427851-2018;1;pistola;9 mm luger (9x19mm);ruger;1;1
24261621-2018;1;pistola;380 auto (9x17);taurus;1;2
24583731-2018;1;revólver;.38;taurus;1;2
24583731-2018;1;pistola;.40;taurus;1;2
24583731-2018;1;revólver;.38;taurus;1;2
25278901-2018;1;pistola;.45;taurus;1;2
44700141-2018;1;fuzil;.223 remington (5,56x45 mm);não identificada;1;1
49627831-2018;1;pistola;9 mm luger (9x19mm);cz;1;1
54630351-2018;1;pistola;9 mm;taurus;1;2
54630351-2018;1;pistola;.380;taurus;1;2
62453311-2018;1;pistola;.380;imbel;1;2
70001421-2018;1;revólver;38 spl;taurus;1;1
77322461-2018;1;pistola;.45;ruger;1;1
80648461-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
89606121-2018;1;revólver;.32;s&w;1;1
90258351-2018;1;pistola;9 mm;não identificada;1;1
90258351-2018;1;pistola;9 mm;não identificada;1;1
92936101-2018;1;revólver;.32 long;ina;1;2
92936101-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
98877961-2018;1;pistola;indeterminado;não identificada;1;1
04430951-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
05327251-2018;1;pistola;9 mm;fm;1;1
35002211-2018;1;revólver;.32;tanque;1;1
44971511-2018;1;revólver;38 spl;rossi;1;1
46488201-2018;1;revólver;.32;ina;1;1
58142741-2018;1;pistola;9 mm parabellum (9x19mm);taurus;1;2
58593951-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
72799331-2018;1;revólver;.38;taurus;1;2
72799331-2018;1;pistola;.40;bersa;1;1
75611721-2018;1;revólver;.32 s&w long;s&w;1;1
96738801-2018;1;pistola;.40;glock;1;1
97346301-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
07554341-2018;1;espingarda;28 x 70 mm;rossi;1;2
12508191-2018;1;pistola;.380;taurus;1;2
13699131-2018;1;revólver;.32 s&w long;taurus;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm;canik;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
15362421-2018;1;pistola;9 mm;taurus;1;1
23599281-2018;1;pistola;9 mm;sarsilmaz;1;1
25639691-2018;1;pistola;.380;taurus;1;2
25639691-2018;1;carabina;.22;urko;1;1
25639691-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
27605761-2018;1;submetralhadora;9 mm luger (9x19mm);não identificada;1;1
34036781-2018;1;pistola;9 mm luger (9x19mm);bul;1;1
34329471-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;2
34873761-2018;1;pistola;.45 acp (11,43x23 mm);hk;1;1
36038171-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
36038171-2018;1;revólver;.38 spl;taurus;1;2
44284941-2018;1;revólver;.38;taurus;1;2
46647661-2018;1;pistola;380 auto (9x17);taurus;1;2
48672101-2018;1;revólver;.38;taurus;1;1
48672101-2018;1;fuzil;5,56 mm;não identificada;1;1
57356821-2018;1;pistola;.380;taurus;1;2
60419501-2018;1;revólver;.38;rossi;1;2
62796401-2018;1;pistola;9 mm;taurus;1;1
68766091-2018;1;revólver;.22 lr;rossi;1;2
