controle;categoria;tipo;calibre;marca;quantidade;origem
71781091-2018;1;fuzil;5,56 mm;não identificada;1;1
81498391-2018;1;revólver;.38;taurus;1;2
85539801-2018;1;pistola;9 mm;taurus;1;2
88076351-2018;1;espingarda;28;não identificada;1;1
01718491-2018;1;garrucha;.22;indeterminado;1;1
01718491-2018;1;revólver;.32;ina;1;2
10553071-2018;1;pistola;9 mm;não identificada;1;1
12645061-2018;1;pistola;9 mm;bersa;1;1
12645061-2018;1;pistola;9 mm;tara;1;1
17977661-2018;1;pistola;.40;taurus;1;2
21809481-2018;1;pistola;.22;não identificada;1;1
27931901-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
28737011-2018;1;pistola;outros;não identificada;1;1
29911951-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
32572551-2018;1;revólver;.38;taurus;1;2
35174861-2018;1;revólver;.38;rossi;1;2
63266121-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;2
71035131-2018;1;pistola;9 mm luger (9x19mm);indeterminado;1;1
72112491-2018;1;pistola;indeterminado;não identificada;1;1
76460521-2018;1;pistola;.40;glock;1;1
76460521-2018;1;pistola;.40;indeterminado;1;1
80996631-2018;1;revólver;.32;taurus;1;2
80996631-2018;1;revólver;.22 lr;rossi;1;2
81377871-2018;1;revólver;38 spl;taurus;1;2
88350001-2018;1;garrucha;.38 short;indeterminado;1;1
88804701-2018;1;pistola;.380;taurus;1;2
09161411-2018;1;revólver;.38 spl;rossi;1;2
21736471-2018;1;revólver;.38 spl;taurus;1;2
22439151-2018;1;pistola;.40 s&w;taurus;1;2
22447071-2018;1;pistola;40;taurus;1;2
32496441-2018;1;revólver;38 spl;taurus;1;2
48988101-2018;1;pistola;indeterminado;indeterminado;1;1
51183061-2018;1;revólver;.38;taurus;1;1
52444481-2018;1;revólver;.38 spl;taurus;1;2
59374831-2018;1;pistola;9 mm;browning;1;1
67609241-2018;1;pistola;.380;taurus;1;2
70185731-2018;1;espingarda;16;winchester;1;1
81523381-2018;1;revólver;38 spl;não identificada;1;1
85573641-2018;1;espingarda;.32;rossi;1;1
85573641-2018;1;espingarda;.32;boito;1;1
85573641-2018;1;espingarda;.32;rossi;1;1
87028151-2018;1;pistola;9 mm parabellum (9x19mm);taurus;1;1
87028151-2018;1;fuzil;5,56 nato;não identificada;1;1
92289191-2018;1;pistola;9 mm;indeterminado;1;1
09952371-2018;1;revólver;38 spl;não identificada;1;1
16098421-2018;1;garrucha;.380;não identificada;1;1
20069031-2018;1;pistola;.380;taurus;1;1
22038231-2018;1;pistola;9 mm luger (9x19mm);tara;1;1
22038231-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
24745671-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
25610211-2018;1;revólver;.38;rossi;1;2
27363541-2018;1;revólver;38 spl;rossi;1;1
31413191-2018;1;pistola;9 mm;sarsilmaz;1;1
39621691-2018;1;pistola;9 mm;hk;1;1
39621691-2018;1;fuzil;5,56 mm;armalite;1;1
41124811-2018;1;pistola;9 mm;taurus;1;2
53402301-2018;1;pistola;.380;indeterminado;1;1
58808901-2018;1;revólver;.38;taurus;1;2
59420201-2018;1;revólver;38 spl;indeterminado;1;1
61654011-2018;1;pistola;.380;glock;1;1
62587311-2018;1;revólver;.38;não identificada;1;1
62587311-2018;1;pistola;9 mm;indeterminado;1;1
63999191-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
67225091-2018;1;pistola;.380;taurus;1;2
71532021-2018;1;pistola;9 mm;canik;1;1
71532021-2018;1;pistola;9 mm;taurus;1;1
71532021-2018;1;pistola;9 mm;bersa;1;1
71919911-2018;1;revólver;.38;indeterminado;1;1
77590901-2018;1;pistola;.45;springfield;1;1
90407481-2018;1;pistola;.40;taurus;1;2
91924501-2018;1;revólver;.45;s&w;1;2
00126761-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
06015341-2018;1;pistola;9 mm;bersa;1;1
06015341-2018;1;pistola;9 mm;taurus;1;2
06015341-2018;1;pistola;9 mm;não identificada;1;1
12487531-2018;1;pistola;9 mm;taurus;1;2
19738711-2018;1;pistola;9 mm;taurus;1;1
19738711-2018;1;pistola;9 mm;glock;1;1
22044251-2018;1;pistola;9 mm;não identificada;1;1
22257671-2018;1;pistola;.45;indeterminado;1;1
22257671-2018;1;pistola;9 mm;taurus;1;2
28650991-2018;1;revólver;38 spl;taurus;1;2
28683501-2018;1;pistola;9 mm;taurus;1;2
30953551-2018;1;revólver;.38;indeterminado;1;1
39342021-2018;1;revólver;.38;taurus;1;2
43567571-2018;1;pistola;9 mm;indeterminado;1;1
47612301-2018;1;revólver;.38 spl;rossi;1;2
47857181-2018;1;carabina;.22 long;cbc;1;2
49778411-2018;1;pistola;.380;taurus;1;2
54995691-2018;1;pistola;.380;taurus;1;2
55920421-2018;1;pistola;9 mm;taurus;1;1
69301731-2018;1;revólver;.32;rossi;1;2
73539371-2018;1;pistola;9 mm;taurus;1;2
81142811-2018;1;pistola;9 mm;não identificada;1;1
84152261-2018;1;revólver;.32;ina;1;2
88336681-2018;1;revólver;.38;taurus;1;2
89422901-2018;1;pistola;7,65 mm;astra;1;1
06555891-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
07985801-2018;1;pistola;9 mm;glock;1;1
27715121-2018;1;pistola;.380;taurus;1;2
34315911-2018;1;pistola;.40;taurus;1;2
34315911-2018;1;pistola;9 mm;não identificada;1;1
38440921-2018;1;pistola;.380;taurus;1;2
54076091-2018;1;revólver;.38;taurus;1;2
64558101-2018;1;arma de fabricação caseira;indeterminado;não identificada;1;1
64558101-2018;1;arma de fabricação caseira;indeterminado;não identificada;1;1
64558101-2018;1;arma de fabricação caseira;indeterminado;não identificada;1;1
64558101-2018;1;arma de fabricação caseira;indeterminado;não identificada;1;1
64558101-2018;1;espingarda;32;rossi;1;2
71084921-2018;1;revólver;.38;rossi;1;2
73785721-2018;1;revólver;38 spl;taurus;1;2
73785721-2018;1;pistola;.40;taurus;1;2
73843041-2018;1;espingarda;12;maverick;1;1
76213431-2018;1;revólver;.38;taurus;1;1
76213431-2018;1;revólver;.38;taurus;1;1
81498901-2018;1;pistola;9 mm;taurus;1;1
81498901-2018;1;pistola;9 mm;taurus;1;1
83348541-2018;1;revólver;.38;rossi;1;2
84302711-2018;1;revólver;.32;não identificada;1;1
87727181-2018;1;espingarda;.32;rossi;1;2
90371061-2018;1;revólver;.22 lr;rossi;1;2
91267061-2018;1;revólver;.32;taurus;1;2
93871431-2018;1;pistola;9 mm;cz;1;1
00562941-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
01543691-2018;1;espingarda;12;indeterminado;1;1
03560081-2018;1;pistola;.40;taurus;1;1
03560081-2018;1;pistola;9 mm;beretta;1;1
04354401-2018;1;revólver;.38;rossi;1;1
07898791-2018;1;pistola;9 mm;glock;1;1
15336201-2018;1;pistola;9 mm;não identificada;1;1
23237821-2018;1;pistola;.380;taurus;1;1
29453221-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;1
36242421-2018;1;fuzil;5,56 mm;d.p.m.s.;1;1
36242421-2018;1;pistola;9 mm;taurus;1;2
36242421-2018;1;pistola;9 mm;cz;1;1
37510851-2018;1;revólver;38 spl;não identificada;1;1
41685611-2018;1;pistola;.380;taurus;1;2
59079441-2018;1;espingarda;12;cbc;1;2
59226871-2018;1;pistola;indeterminado;indeterminado;1;2
60441181-2018;1;pistola;9 mm;canik;1;1
60898531-2018;1;revólver;.38;rossi;1;2
65102921-2018;1;pistola;.45;glock;1;1
66886111-2018;1;pistola;9 mm luger (9x19mm);bersa;1;1
70262101-2018;1;revólver;.32;taurus;1;2
73351411-2018;1;pistola;9 mm;glock;1;1
82732341-2018;1;revólver;.38;rossi;1;2
86807381-2018;1;pistola;.380;taurus;1;2
96924891-2018;1;pistola;.380;taurus;1;2
97574071-2018;1;pistola;9 mm;indeterminado;1;1
01780331-2018;1;pistola;380 auto (9x17);taurus;1;2
03566681-2018;1;revólver;.22;rossi;1;2
07416361-2018;1;revólver;32;taurus;1;2
16839511-2018;1;pistola;9 mm;glock;1;1
20123851-2018;1;revólver;.38;rossi;1;2
20123851-2018;1;revólver;.38;taurus;1;1
20123851-2018;1;revólver;.38;taurus;1;2
24027761-2018;1;pistola;9 mm;hk;1;1
24027761-2018;1;pistola;9 mm;tara;1;1
32969241-2018;1;pistola;40;glock;1;1
35990081-2018;1;pistola;.40;glock;1;1
42352261-2018;1;pistola;.40;glock;1;1
52450851-2018;1;fuzil;7,62 mm kalashnikov (7,62x39);ak;1;1
58387861-2018;1;pistola;9 mm;taurus;1;2
60121391-2018;1;revólver;.38 spl;taurus;1;2
61763741-2018;1;revólver;.32;taurus;1;2
64603391-2018;1;revólver;.38;taurus;1;2
64761331-2018;1;pistola;9 mm;glock;1;1
64761331-2018;1;pistola;9 mm;glock;1;1
80756681-2018;1;revólver;.38;taurus;1;2
82403931-2018;1;revólver;38 spl;taurus;1;2
82875451-2018;1;revólver;38 spl;taurus;1;2
82875451-2018;1;pistola;9 mm;taurus;1;1
91082191-2018;1;revólver;.38;taurus;1;2
97053771-2018;1;garrucha;indeterminado;indeterminado;1;1
97680261-2018;1;pistola;.40;taurus;1;2
97680261-2018;1;pistola;.40;s&w;1;1
99643921-2018;1;revólver;38 spl;taurus;1;2
09401951-2018;1;pistola;.40;glock;1;1
15696211-2018;1;revólver;.38;rossi;1;2
17382771-2018;1;pistola;40;glock;1;1
19064231-2018;1;pistola;9 mm;glock;1;1
23207361-2018;1;pistola;indeterminado;indeterminado;1;1
24225861-2018;1;revólver;32;taurus;1;2
25896451-2018;1;revólver;.32;ina;1;2
26291341-2018;1;pistola;9 mm;indeterminado;1;1
29775461-2018;1;pistola;9 mm;indeterminado;1;1
29775461-2018;1;pistola;9 mm;indeterminado;1;1
29775461-2018;1;pistola;9 mm;taurus;1;2
30043071-2018;1;revólver;indeterminado;indeterminado;1;1
30374701-2018;1;fuzil;.223 armalite (5,56x45 mm);colt;1;1
33753791-2018;1;pistola;.380;taurus;1;2
35775681-2018;1;fuzil;5,56 mm;bushmaster;1;1
43088011-2018;1;revólver;.38;indeterminado;1;1
43695811-2018;1;revólver;.38;taurus;1;2
44363911-2018;1;pistola;9 mm;indeterminado;1;1
44691091-2018;1;pistola;.32 acp (7,65x17 mm);taurus;1;2
44809621-2018;1;espingarda;20;não identificada;1;1
49509881-2018;1;pistola;9 mm;girsan;1;1
58715171-2018;1;espingarda;28;indeterminado;1;2
58715171-2018;1;espingarda;32;indeterminado;1;2
59021941-2018;1;pistola;9 mm;glock;1;1
61472511-2018;1;revólver;.32;taurus;1;2
61472511-2018;1;revólver;.38;taurus;1;2
64614781-2018;1;pistola;9 mm;taurus;1;2
72933531-2018;1;revólver;.38;taurus;1;2
75407251-2018;1;revólver;.38;taurus;1;2
76416731-2018;1;pistola;9 mm;taurus;1;2
82954951-2018;1;pistola;9 mm;glock;1;1
90133021-2018;1;revólver;32;ina;1;1
90941181-2018;1;pistola;40;glock;1;1
05583971-2018;1;revólver;.38;indeterminado;1;1
05583971-2018;1;pistola;.40;não identificada;1;1
12107881-2018;1;revólver;.38;não identificada;1;1
20072041-2018;1;pistola;.380;taurus;1;2
28766161-2018;1;revólver;.38;taurus;1;2
40807801-2018;1;pistola;.40;glock;1;1
40807801-2018;1;pistola;9 mm;indeterminado;1;1
40807801-2018;1;fuzil;5,56 mm;astra;1;1
44855211-2018;1;espingarda;.32;boito;1;2
49199941-2018;1;revólver;38 spl curto;indeterminado;1;2
52900241-2018;1;revólver;.32;taurus;1;2
53194781-2018;1;revólver;.38;taurus;1;1
56434261-2018;1;pistola;380 auto (9x17);taurus;1;2
63743621-2018;1;pistola;9 mm;i.m.i.;1;1
68184171-2018;1;pistola;380 auto (9x17);taurus;1;2
68604801-2018;1;revólver;.38;rossi;1;2
72160541-2018;1;fuzil;5,56 mm;indeterminado;1;1
84037481-2018;1;pistola;9 mm;taurus;1;2
85632171-2018;1;pistola;9 mm;taurus;1;2
91856421-2018;1;pistola;9 mm;s&w;1;1
91856421-2018;1;pistola;9 mm;s&w;1;1
91856421-2018;1;pistola;.40;glock;1;1
91856421-2018;1;pistola;40;taurus;1;2
91856421-2018;1;pistola;40;glock;1;1
91856421-2018;1;pistola;40;glock;1;1
91856421-2018;1;pistola;9 mm;taurus;1;1
91856421-2018;1;pistola;40;bersa;1;1
91856421-2018;1;pistola;9 mm;taurus;1;1
91856421-2018;1;pistola;9 mm;taurus;1;1
91856421-2018;1;pistola;40;glock;1;1
91856421-2018;1;pistola;40;glock;1;1
91856421-2018;1;pistola;40;glock;1;1
94603441-2018;1;revólver;.32;não identificada;1;1
94659121-2018;1;revólver;.32;rossi;1;2
01362601-2018;1;pistola;9 mm;taurus;1;2
04714661-2018;1;revólver;.357 magnum;ho;1;1
12734651-2018;1;revólver;.38;rossi;1;1
19829971-2018;1;pistola;9 mm;fmap;1;1
23378351-2018;1;pistola;9 mm luger (9x19mm);cz;1;1
25949911-2018;1;pistola;.32 acp (7,65x17 mm);walther;1;1
29847701-2018;1;pistola;9 mm;cz;1;1
32398871-2018;1;revólver;.32;ina;1;2
34657831-2018;1;revólver;.32 s&w long;s&w;1;1
38824741-2018;1;espingarda;indeterminado;indeterminado;1;1
38824741-2018;1;espingarda;28;indeterminado;1;1
43989711-2018;1;revólver;.32 s&w long;ina;1;2
43989711-2018;1;revólver;.22 lr;rossi;1;2
48487901-2018;1;pistola;.380;glock;1;1
60444681-2018;1;revólver;.38;não identificada;1;1
60444681-2018;1;revólver;.32;não identificada;1;1
60444681-2018;1;espingarda;28;indeterminado;1;1
60444681-2018;1;revólver;.38;não identificada;1;1
61915721-2018;1;pistola;9 mm luger (9x19mm);d b - diamondback;1;1
61915721-2018;1;fuzil;5,56 mm;não identificada;1;1
68399731-2018;1;pistola;.380;taurus;1;2
68399731-2018;1;pistola;45 colt;colt;1;1
71055821-2018;1;revólver;.38;taurus;1;2
73086081-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;1
80456361-2018;1;revólver;indeterminado;indeterminado;1;1
80456361-2018;1;garrucha;indeterminado;indeterminado;1;1
86028551-2018;1;revólver;.32;taurus;1;2
06659291-2018;1;fuzil;7,62 mm kalashnikov (7,62x39);fég;1;1
13151001-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
13236041-2018;1;pistola;9 mm luger (9x19mm);sarsilmaz;1;1
13549171-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;1
17124801-2018;1;revólver;.38;taurus;1;2
27164031-2018;1;revólver;.38;taurus;1;2
29023921-2018;1;pistola;.41 ae (action express);taurus;1;2
42709671-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;1
49372631-2018;1;pistola;.40;glock;1;1
51474161-2018;1;pistola;9 mm;glock;1;1
60370041-2018;1;revólver;.38 spl;taurus;1;2
64992151-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;1
76545221-2018;1;espingarda;.22;não identificada;1;1
79674531-2018;1;revólver;.38 spl;taurus;1;2
81395181-2018;1;pistola;9 mm luger (9x19mm);taurus;1;1
91539121-2018;1;pistola;9 mm parabellum (9x19mm);girsan;1;1
15090401-2018;1;revólver;.32;ina;1;2
15267481-2018;1;revólver;.38 spl;rossi;1;2
15303601-2018;1;revólver;38 spl;rossi;1;2
19576571-2018;1;fuzil;.223 remington (5,56x45 mm);d.p.m.s.;1;1
27766351-2018;1;revólver;.38;taurus;1;2
27939901-2018;1;pistola;.40 s&w;taurus;1;2
38777401-2018;1;pistola;6,35 mm;beretta;1;2
44112931-2018;1;espingarda;indeterminado;indeterminado;1;1
45474551-2018;1;espingarda;12;boito;1;1
47038281-2018;1;pistola;9 mm;glock;1;1
47164391-2018;1;pistola;9 mm luger (9x19mm);springfield;1;1
47164391-2018;1;revólver;.38 spl;taurus;1;2
47306281-2018;1;pistola;9 mm;taurus;1;2
49530071-2018;1;espingarda;32;beretta;1;2
56318241-2018;1;pistola;9 mm;canik;1;1
64467661-2018;1;pistola;9 mm;taurus;1;2
64467661-2018;1;pistola;40;taurus;1;2
69291621-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
77451741-2018;1;pistola;.380;taurus;1;2
79210871-2018;1;pistola;.40 s&w;taurus;1;2
83430151-2018;1;revólver;.32 s&w long;taurus;1;1
85254491-2018;1;fuzil;.308 winchester (7,62x51 mm);imbel;1;1
85254491-2018;1;fuzil;outros;indeterminado;1;1
86119471-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
87745221-2018;1;revólver;.38;taurus;1;2
89519631-2018;1;pistola;9 mm;fmap;1;1
91375131-2018;1;pistola;.40 s&w;taurus;1;2
91375131-2018;1;fuzil;.223 remington (5,56x45 mm);indeterminado;1;1
91375131-2018;1;fuzil;.308 winchester (7,62x51 mm);indeterminado;1;2
91375131-2018;1;pistola;.45 auto;glock;1;1
91375131-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
91375131-2018;1;fuzil;7 mm mauser;colt;1;1
91375131-2018;1;fuzil;7,62 mm kalashnikov (7,62x39);indeterminado;1;1
91375131-2018;1;fuzil;7,62 mm kalashnikov (7,62x39);s.n. romarm;1;1
96332611-2018;1;espingarda;28;boito;1;2
96332611-2018;1;espingarda;36;rossi;1;2
04477631-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
06671361-2018;1;revólver;.38 spl;taurus;1;2
14179841-2018;1;revólver;.32 s&w;taurus;1;1
21039351-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
22103611-2018;1;pistola;9 mm;taurus;1;2
22917261-2018;1;pistola;9 mm;taurus;1;2
23750301-2018;1;revólver;32;taurus;1;2
24389421-2018;1;pistola;.40;glock;1;1
26802641-2018;1;revólver;.38 spl;não identificada;1;1
29003181-2018;1;revólver;.32;não identificada;1;1
34770891-2018;1;fuzil;7,62 x 39 mm (m43);indeterminado;1;1
35834121-2018;1;pistola;9 mm;taurus;1;2
45266051-2018;1;revólver;.38;taurus;1;2
45266051-2018;1;revólver;.38;taurus;1;2
45266051-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;2
51230621-2018;1;revólver;.38 spl;taurus;1;2
56383951-2018;1;espingarda;12;rossi;1;2
59700911-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
62145351-2018;1;fuzil;5,56 mm;bushmaster;1;1
66639941-2018;1;revólver;38 spl;rossi;1;2
69066511-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
69134191-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
76237071-2018;1;revólver;.22 lr;rossi;1;2
80719011-2018;1;pistola;9 mm;browning;1;1
87267641-2018;1;revólver;.38;taurus;1;2
92068431-2018;1;pistola;.40;glock;1;1
98053941-2018;1;revólver;.32;taurus;1;2
08329701-2018;1;pistola;9 mm luger (9x19mm);taurus;1;1
08985821-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
08985821-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
14569301-2018;1;pistola;380 auto (9x17);taurus;1;2
18192751-2018;1;pistola;9 mm;taurus;1;1
18533501-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;1
25672421-2018;1;pistola;9 mm;indeterminado;1;1
30419031-2018;1;pistola;.40;taurus;1;2
31018201-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
31579101-2018;1;pistola;9 mm luger (9x19mm);bersa;1;1
36766971-2018;1;revólver;.38 spl;rossi;1;2
38498112-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
38666751-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
38973011-2018;1;espingarda;28;não identificada;1;1
40095681-2018;1;pistola;9 mm;bersa;1;1
40095681-2018;1;revólver;38 spl;taurus;1;2
40163781-2018;1;fuzil;.223 remington (5,56x45 mm);não identificada;1;1
42530771-2018;1;revólver;38 spl;taurus;1;2
43501351-2018;1;carabina;.30 carbine (7,62 x 33 mm);indeterminado;1;1
43501351-2018;1;pistola;.40;taurus;1;2
48036721-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
59806061-2018;1;pistola;9 mm;taurus;1;2
69064551-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
70850561-2018;1;pistola;9 mm;taurus;1;2
72416431-2018;1;pistola;9 mm luger (9x19mm);browning;1;1
99130671-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;1
06744031-2018;1;pistola;9 mm;bersa;1;1
10761321-2018;1;pistola;9 mm;taurus;1;2
13913991-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
17782171-2018;1;fuzil;5,56 mm;indeterminado;1;1
20005061-2018;1;revólver;.38 spl;taurus;1;2
23747141-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;2
24626951-2018;1;revólver;.32 s&w long;taurus;1;1
30415361-2018;1;revólver;.38 spl;taurus;1;2
42366001-2018;1;pistola;6,35 mm;mauser;1;1
42366001-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;1
45175531-2018;1;pistola;9 mm luger (9x19mm);girsan;1;1
49587281-2018;1;revólver;38 spl;taurus;1;2
52939371-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
58997011-2018;1;revólver;.32 s&w long;taurus;1;2
61190181-2018;1;revólver;.32 s&w long;ina;1;2
65044151-2018;1;pistola;9 mm;não identificada;1;1
66109631-2018;1;revólver;.38 spl;rossi;1;2
66414371-2018;1;pistola;9 mm;taurus;1;2
67318811-2018;1;pistola;.380;taurus;1;2
70079211-2018;1;pistola;9 mm luger (9x19mm);cz;1;1
80441971-2018;1;revólver;.38;indeterminado;1;1
83116341-2018;1;pistola;.380 acp (9x17 mm);taurus;1;1
86876461-2018;1;espingarda;12;indeterminado;1;2
93755731-2018;1;pistola;9 mm;taurus;1;2
95994851-2018;1;pistola;.40;glock;1;1
95994851-2018;1;pistola;.40 s&w;bersa;1;1
95994851-2018;1;pistola;.40;glock;1;1
96593951-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
00038361-2018;1;pistola;.380;taurus;1;2
14997401-2018;1;revólver;.38 spl;rossi;1;2
21197871-2018;1;pistola;9 mm;taurus;1;2
21812471-2018;1;espingarda;28;indeterminado;1;1
23103581-2018;1;pistola;9 mm;girsan;1;1
23351841-2018;1;pistola;.380;taurus;1;2
46109111-2018;1;fuzil;.223 remington (5,56x45 mm);não identificada;1;1
49447141-2018;1;pistola;.22;taurus;1;2
50837721-2018;1;pistola;.40 s&w;taurus;1;1
61145551-2018;1;pistola;.40;cz;1;1
74841741-2018;1;pistola;.40;glock;1;1
74841741-2018;1;fuzil;7,62 x 39 mm (m43);ak;1;1
74841741-2018;1;pistola;.40;glock;1;1
92221931-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
92432551-2018;1;revólver;.38;taurus;1;2
97890611-2018;1;pistola;.380;taurus;1;2
11240541-2018;1;revólver;.38 spl;taurus;1;2
11776741-2018;1;pistola;9 mm;não identificada;1;1
13321951-2018;1;pistola;9 mm;taurus;1;2
19843821-2018;1;pistola;9 mm;não identificada;1;1
24041721-2018;1;espingarda;.32;boito;1;1
24041721-2018;1;espingarda;36;beretta;1;1
25304791-2018;1;revólver;.38;rossi;1;2
26976201-2018;1;pistola;9 mm luger (9x19mm);sarsilmaz;1;1
28346791-2018;1;fuzil;7,62 mm kalashnikov (7,62x39);ak;1;1
33791271-2018;1;pistola;9 mm luger (9x19mm);cz;1;1
59656871-2018;1;fuzil;5,56 mm;não identificada;1;1
59656871-2018;1;fuzil;5,56 mm;colt;1;1
59656871-2018;1;pistola;.380 auto (9x17 mm);glock;1;1
59656871-2018;1;pistola;.40 s&w;taurus;1;1
59656871-2018;1;pistola;9 mm;taurus;1;1
64843411-2018;1;pistola;9 mm;não identificada;1;1
72647731-2018;1;pistola;.380;imbel;1;2
76496871-2018;1;espingarda;indeterminado;cbc;1;2
76496871-2018;1;espingarda;indeterminado;indeterminado;1;1
78320041-2018;1;revólver;38 spl;taurus;1;2
98092251-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;2
02376491-2018;1;revólver;.38;rossi;1;2
02376491-2018;1;revólver;.32;taurus;1;2
02613681-2018;1;pistola;.40 s&w;tanfoglio;1;1
05702711-2018;1;espingarda;outros;astra;1;1
05702711-2018;1;espingarda;28;indeterminado;1;1
05702711-2018;1;arma de fabricação caseira;outros;não identificada;1;1
05702711-2018;1;espingarda;outros;rossi;1;2
05702711-2018;1;espingarda;outros;indeterminado;1;2
21615001-2018;1;revólver;.38 special (9 x 29,5 mm);não identificada;1;1
25396181-2018;1;fuzil;.308 winchester (7,62x51 mm);não identificada;1;1
26926281-2018;1;pistola;9 mm;não identificada;1;1
33275701-2018;1;pistola;.40 s&w;glock;1;1
41715741-2018;1;revólver;.32;rossi;1;1
42058031-2018;1;pistola;7,65 mm;taurus;1;2
43337231-2018;1;pistola;9 mm;beretta;1;1
45663831-2018;1;revólver;.32 s&w;tanque;1;1
49840901-2018;1;revólver;.22 lr;rossi;1;1
53490121-2018;1;pistola;9 mm luger (9x19mm);sarsilmaz;1;1
57108011-2018;1;revólver;.32;castelo;1;2
61874881-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;1
71541451-2018;1;revólver;.38;taurus;1;2
71541451-2018;1;garrucha;.32;não identificada;1;1
71541451-2018;1;revólver;.32;taurus;1;2
72214371-2018;1;revólver;38 spl;taurus;1;2
73074931-2018;1;revólver;.38;s&w;1;1
73363271-2018;1;espingarda;12;indeterminado;1;1
78719741-2018;1;revólver;.38;taurus;1;2
82208491-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
82905261-2018;1;pistola;9 mm;taurus;1;1
84517791-2018;1;revólver;.38;taurus;1;2
98162921-2018;1;pistola;9 mm;canik;1;1
04485801-2018;1;espingarda;12;indeterminado;1;1
04485801-2018;1;pistola;indeterminado;taurus;1;1
04485801-2018;1;pistola;indeterminado;glock;1;1
04485801-2018;1;pistola;indeterminado;taurus;1;1
04485801-2018;1;pistola;indeterminado;indeterminado;1;1
18190991-2018;1;pistola;9 mm luger (9x19mm);sarsilmaz;1;1
20798601-2018;1;pistola;9 mm;girsan;1;1
29093201-2018;1;fuzil;7,62 mm kalashnikov (7,62x39);não identificada;1;1
29093201-2018;1;pistola;9 mm luger (9x19mm);cz;1;1
32607641-2018;1;pistola;.380;bersa;1;1
47034441-2018;1;revólver;.38;rossi;1;2
62425031-2018;1;revólver;.22 lr;rossi;1;2
63500861-2018;1;pistola;.40 s&w;taurus;1;1
77567221-2018;1;pistola;9 mm;taurus;1;2
77567221-2018;1;pistola;.40;taurus;1;2
79598781-2018;1;pistola;40;beretta;1;1
79598781-2018;1;pistola;9 mm;canik;1;1
79598781-2018;1;pistola;9 mm;taurus;1;2
82875521-2018;1;revólver;.32 long;taurus;1;2
84271331-2018;1;revólver;.38;taurus;1;2
93034261-2018;1;pistola;9 mm;sarsilmaz;1;1
93034261-2018;1;revólver;38 spl;taurus;1;2
01659101-2018;1;revólver;.38;s&w;1;1
05427861-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
07400161-2018;1;pistola;.380;não identificada;1;1
10175191-2018;1;carabina;5,56 mm;imbel;1;2
14903681-2018;1;revólver;.38;taurus;1;2
18867161-2018;1;revólver;.32;não identificada;1;1
22954741-2018;1;pistola;8 mm;não identificada;1;1
29420991-2018;1;revólver;.32;colt;1;2
40488091-2018;1;pistola;9 mm;taurus;1;2
46303121-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
49824121-2018;1;pistola;.40;taurus;1;1
61082691-2018;1;revólver;.357 magnum;taurus;1;2
67678371-2018;1;pistola;9 mm;taurus;1;1
67678371-2018;1;pistola;9 mm;girsan;1;1
